f1,f2,f3,f4,target
0.34521451680492865,0.2800470211812961,0.10101439456619565,0.28945889671398173,0.19703830816414158
0.17922053373198443,0.1182774549041351,0.014313625208654535,0.9270327641585152,0.7017682131250537
0.724980826296754,0.9912602523816201,0.8325263844062935,0.043748720937999086,0.041575658598854925
0.5523448561082982,0.8880059767714416,0.30555941792774577,0.6992841095323019,0.755661665776758
0.3169167745626552,0.13325709876897973,0.1508307124788667,0.9887242196704685,0.4282976762293288
0.17230579195155715,0.9651943429887941,0.46907679560456295,0.41321955670199095,0.2715756841294408
0.13776863332749467,0.6877738316327932,0.05802604370166964,0.1276537615736446,0.06051547184487838
0.6528349128206252,0.6328004090727644,0.9426678008639119,0.8886646042372792,0.8244237612273658
0.19272660989585733,0.10566378662845866,0.1751373924153632,0.33642917700275,0.9425134888704948
0.4560366340273989,0.13228238667467396,0.20104431578838045,0.24397408688849698,0.6794061869746136
0.46754139248159987,0.6150601185384784,0.9075221333387226,0.46181758890728386,0.7589221730566231
0.8550613596476758,0.49902525833258105,0.04700437443939132,0.8208286133355985,0.7500572001820658
0.9917600230538183,0.9722226551260214,0.8321524084762741,0.723022932571241,0.9122729600832101
0.2937094521814686,0.5991376752127964,0.13358556602794647,0.25623898945803814,0.8613191484253434
0.4023523408842109,0.414499293407697,0.8963467182679689,0.9023430770127867,0.9831977218699587
0.06312644396190115,0.441944509464414,0.31250786765373206,0.4745197880926706,0.7998375229965609
0.8264332306205292,0.1412888896588398,0.6739576345927814,0.5058955537225361,0.9852678100484411
0.29094180305899564,0.8013265308639211,0.6552420412896319,0.5918526851859213,0.8199438857592198
0.6086025413660424,0.7071412909458031,0.37099931117272,0.9073690867378751,0.14203609086958713
0.8731764283432152,0.7036484899905484,0.023063720377656027,0.5903898696413865,0.15490572593033225
0.7251263390473395,0.855718723581867,0.9393027164151383,0.06204125317907594,0.47918908853047526
0.6640721150637847,0.4323351758869681,0.1359812541860146,0.5952260246463543,0.06725617996447353
0.20055952930008114,0.8280973620255115,0.09136880530037061,0.9898832447009767,0.561327721338652
0.6542008071796598,0.07905650328170788,0.4188590616376858,0.6712238402133919,0.18655472926270877
0.40437203528575105,0.06998388016677604,0.6406298006169512,0.4211851855758233,0.4456637454970377
0.08144925801300873,0.2536046911852232,0.1470109890999275,0.6077817496721797,0.992556892964057
0.2807339483313076,0.07669946500255787,0.7862142639410836,0.605304427002143,0.7541457931045272
0.7490838532381299,0.9985677186047982,0.913290996224356,0.12596036349744955,0.9932574534567289
0.9703281694087748,0.7592723854091582,0.9467559842664125,0.7199708856053714,0.4374012395911798
0.1299102011561356,0.6916354247108516,0.1289267777785169,0.11418982545306533,0.5086567784018735
0.3207751721015668,0.09463248350647724,0.4544345559804982,0.855045118890129,0.9328258953633576
0.6781001991407132,0.21020248531507846,0.3502836949914674,0.0749283852232201,0.7040206089125466
0.48878157248851095,0.7849513110628263,0.03685286002184329,0.33588116020872705,0.3609306984733779
0.8415913532093305,0.7773895773185218,0.6921302397374738,0.13275443585325686,0.6839132322288022
0.8775893158273165,0.8867319839717241,0.8817810847295294,0.8675932767560842,0.6365035207754678
0.7639106744416315,0.2642070449440074,0.4777224115044538,0.07510283900276182,0.13413899183455802
0.7153309392783946,0.5342350715436583,0.5211776187127244,0.5410870240982053,0.5060297409616972
0.08542708129145227,0.22736331276155874,0.8521825036039665,0.892434443024027,0.1116592792830956
0.8555676317052848,0.4945741266102619,0.8428655371541104,0.5226042840014254,0.5693149274780814
0.8671225935899652,0.6099121081906673,0.10956991445536379,0.8101336166409363,0.47275253960822494
0.3349755329058741,0.32397787546579637,0.12777349814744654,0.6355555583866273,0.33412250044975544
0.48592331348730233,0.9216043025693076,0.26528112318690544,0.20058500209550267,0.9706285395497481
0.920002936414333,0.6571424899905395,0.9489691539093764,0.2562532409431131,0.13422937837708848
0.64925289421391,0.6454773958751224,0.011537171524216294,0.5352464984897963,0.9578442280279079
0.6796499690401592,0.08180620980580033,0.33008638091431886,0.4977217678879279,0.35335869351327454
0.00929938212460768,0.5438780105941312,0.8176897108194863,0.2367387822868029,0.316168831534415
0.2723052447275284,0.29338983116883466,0.1367505468256517,0.9031971700942146,0.3688095322556294
0.8748290442327222,0.7958253911588427,0.455191919902985,0.675186234543922,0.2711753610162453
0.3990939815687008,0.7003648081912238,0.49321202309606527,0.7653168195276054,0.09538821511351414
0.0464800630624429,0.4592375640909767,0.5612554266333445,0.6113217375071432,0.48800481030839915
0.6390546357881007,0.3339496803096861,0.42849405445290667,0.799256648114749,0.35746045942394045
0.1564487277866855,0.2501573213011189,0.5487103121044749,0.11518268310378277,0.7586956903268475
0.9415491152803556,0.0387253272892818,0.6977310026980026,0.6665184633744959,0.7288728668340572
0.40236545160398096,0.5154203781528743,0.3818456015567889,0.6528333527479796,0.8701323205507919
0.5963748527796952,0.2600696678740756,0.3575631720570557,0.1996630964009588,0.3477752388466132
0.4112765581962864,0.24978582203142363,0.5792984954682578,0.7869634554361635,0.5714824134354869
0.3573387593841987,0.9003820763805147,0.5352683592396609,0.47022923499779834,0.873415830060217
0.9177649312293144,0.8609541555383133,0.015343063934673884,0.8770026513183615,0.33223478446254084
0.8755982282120512,0.8367920900890945,0.7481300350132603,0.8670769598850051,0.4445395976854408
0.7170216152622624,0.7537117545140425,0.5983895188694816,0.11951115404063228,0.6379633514746182
0.8139228968559956,0.6004249149743189,0.9796219023202596,0.7620808919991514,0.12736893186017628
0.17408617191290177,0.07465676607101956,0.7224635418474965,0.8002414744941806,0.9661125076002939
0.4976075699544975,0.40060577547761256,0.07822898572774573,0.8774987847923783,0.6171670502873255
0.38874194053500144,0.5689149602900863,0.7798382441649305,0.6998435237949705,0.07438673038053312
0.9543311049764066,0.33457035014587333,0.5927771043645239,0.8426236035420742,0.28852753714278445
0.10115200346963504,0.7263246771136124,0.41836409086271154,0.13129641077894882,0.7213726031817251
0.5802897787625233,0.546829617284978,0.6165303765096082,0.8479785549700468,0.3748696386835445
0.026928445384272415,0.7038629415296134,0.9985982622682701,0.038001289849150854,0.7174301721983378
0.8220453745618562,0.16579926914627308,0.49074750129699163,0.4154376451060233,0.6732592718417768
0.5332223433931355,0.7298304477536276,0.5853642519817566,0.9339317517784452,0.7189646512561295
0.8876397897776593,0.9690201622930799,0.8885014354423503,0.902372277095652,0.9398563949304605
0.6724467677927864,0.9710853653113715,0.9835922512890037,0.618830171129198,0.826226687499327
0.0971254232057327,0.982056076393125,0.13729943864383132,0.24970775458078986,0.1271265520314656
0.05777784381278872,0.19567344443546142,0.6985929712737976,0.736903127273052,0.5827457402161048
0.44392734486290497,0.8782772648955927,0.35073182199065045,0.02021414636875507,0.2664793027093194
0.4291007342418225,0.6409587838726792,0.8958249773480609,0.9088050319398179,0.33394761134455997
0.11733400461937171,0.5379607813440289,0.9953387097217158,0.4165677080999505,0.908980491856904
0.37087455353094223,0.42944344860690586,0.4325342480332979,0.5275089724027172,0.6099112830167089
0.595788224529947,0.9978145051714021,0.08329200079399623,0.8639360452157115,0.4175747086510989
0.33017701836202684,0.6487836280558661,0.2622597954825171,0.7674372977683398,0.482023089184071
0.6330248331679268,0.5280044543915812,0.410347842519885,0.4067384977286037,0.4763249639882061
0.9550907125281922,0.09049876651228939,0.0225535204050602,0.33033888103950837,0.6184219281973259
0.9495085045643633,0.7658942474490801,0.8901950365186867,0.3292237253195234,0.8427608989726111
0.044788438603002856,0.9263389451232817,0.5553458516587829,0.009127385217446937,0.05035498727903642
0.1802862334382357,0.08122033511193327,0.6755185005990997,0.7948491405655257,0.8438730319428849
0.9519646380181186,0.13353218625930985,0.4198704234792725,0.8805805387764128,0.21946252156911894
0.639175073289394,0.7935256959559726,0.828282488839959,0.9870721340683518,0.934515304045142
0.02648456692448975,0.005578961020321849,0.27634042238933587,0.3450049532694559,0.5201038004033929
0.40450131171824033,0.0728074766332284,0.8395242803958192,0.7138129443565807,0.45616146091627485
0.4456659679665489,0.06544483789334576,0.3087014262742972,0.4879806186683423,0.4745248127670909
0.8696420692817048,0.9016652415387304,0.24971941263795105,0.7534461791700033,0.21683351730718337
0.8352674878212298,0.10332839360312562,0.816185491789587,0.30019939158510445,0.6935253866538224
0.010163987472643798,0.3663638752299091,0.943922049082932,0.10353335426169763,0.29480738015771857
0.37712699715994313,0.08672850946073274,0.6955912507710235,0.49511660370515465,0.16326135686276366
0.1726469041681168,0.41406373973738275,0.05234228156479803,0.5137744864618491,0.9217009235624808
0.7612028637506363,0.3246932062656118,0.9874961529940804,0.5249653319549326,0.764275917522926
0.7024407607260648,0.7773120160467227,0.5018636033705955,0.8617605505369786,0.8192600647884789
0.879757044717973,0.8678860624033962,0.9261673545084401,0.7040540916165953,0.30895968175898214
0.2637377719316164,0.8995666621224692,0.9512837872733773,0.6963053205204605,0.2830747172268697
0.9424350336139646,0.8480406481985672,0.8762310357584058,0.11048900966995545,0.5225110988363271
0.9204973655427837,0.5145908204945294,0.26321830106422694,0.8818606644421704,0.1940275651650103
0.3736262892588892,0.8647168402231021,0.5422679476176374,0.20447072433975433,0.20059298673954196
0.616258674911477,0.23937338160942812,0.5052826329064314,0.2585051184832513,0.8169150890928828
0.9970556666037446,0.34791493750888036,0.44140574760836115,0.2604990315734961,0.26840945876659006
0.875073249955074,0.012397374188035437,0.6293023270285851,0.9283175635028902,0.838880630402293
0.8154999217952271,0.9663839015466856,0.05335856845693121,0.48549309747725444,0.7408615521357567
0.33474991240196195,0.6554619478366204,0.15614686587265214,0.058584700956550106,0.6346597616027873
0.5892945279708213,0.7306781699526392,0.31369440574679763,0.42972323236484744,0.685636123939909
0.886065825141313,0.2499469185706189,0.09998813322059585,0.7765917981847034,0.8572227904568439
0.3661393286615192,0.24644985877848014,0.8927878525218068,0.8559359397421727,0.10111332116661198
0.49809293339082894,0.9787181383828322,0.854110173250943,0.25029605543154265,0.4431018916416034
0.06649925151332459,0.7736531550145149,0.7006398281832003,0.05100075591337716,0.3616590255746215
0.9051264757522789,0.4977151065385831,0.37326688958347776,0.8617517182501775,0.0230188129531268
0.04032738983070505,0.6749440977784353,0.49105059596466416,0.9117373428139158,0.2564899302818272
0.4205543965713525,0.9545022769721405,0.303737206919263,0.6679422403190397,0.5883814409047124
0.8868423093588265,0.072708070698556,0.7087772195698957,0.9164097683689297,0.07434979603892933
0.305941777865434,0.8666511584309926,0.855140241813312,0.6261619914415757,0.3682550456797281
0.11323310835829647,0.7955005374108638,0.40049565081404614,0.7870883768540023,0.2454170698291921
0.10444538326711028,0.8257042602998776,0.5078741790059284,0.35927167913737923,0.5069293762554751
0.27766245545441703,0.48027908538393516,0.6905371145968858,0.19484723682975202,0.5661813060886166
0.699042308511999,0.25207871640592283,0.02258567575393544,0.33601526117616565,0.31354410016857936
0.2505911579138268,0.14329945845860925,0.9791859610016,0.1864877547138053,0.1039426009073734
0.8388572770087995,0.4069587905728962,0.9292089073718631,0.7419791059087393,0.9365909394777449
0.37361424421770506,0.4656618617734962,0.4584895113297679,0.1790172750468937,0.6534223031347658
0.46583994019215813,0.8001303215112908,0.4887966590346208,0.6526307813505832,0.6595206371298067
0.6100128975933905,0.9067657656367502,0.4514668054462173,0.14052827189550587,0.23207250021048365
0.22091413946535388,0.6827888851631171,0.6616297772484733,0.5503236412888727,0.48685477626063456
0.27635704065215894,0.43771835698365025,0.006224496518750788,0.7157811668145616,0.7615940731071446
0.6127050149351236,0.2666416032456218,0.22391911091204897,0.9646457106695671,0.7191540572703883
0.519712609159933,0.3887110858656325,0.2841165060198779,0.024362396451635404,0.8514212860356752
0.7537829142144019,0.7183251300231628,0.5849571948317862,0.8944205073018296,0.3101665922633917
0.02053749180924125,0.7809544844078615,0.4221478320801654,0.39469496742901755,0.5386288918250381
0.20630266434797506,0.39347384412957875,0.1352991130319915,0.20342103633896147,0.5939771643371344
0.4451349711922902,0.8808682917658999,0.9728925274410576,0.1779173754700618,0.8930258695808099
0.33407164743293016,0.9209796555804909,0.9979240820876344,0.7688547156362331,0.8890049176464668
0.8766657642187777,0.9815556270746648,0.6878539004351436,0.5421143669724147,0.44637692129212825
0.273169272348351,0.1741613786675862,0.4123475508516242,0.8832265368993205,0.4648900317614322
0.6717011392271509,0.5217818966644138,0.5636486783393083,0.0292582983028572,0.10197960043462095
0.4169392867175401,0.06447356332933807,0.3640783410504066,0.49119019170280875,0.047299429901734524
0.879381192953449,0.6925948796089947,0.16811713369620274,0.21679462273052263,0.8114113372970826
0.250051629717032,0.9496272841347364,0.8107663829998634,0.669569940541389,0.41683224987274725
0.6021483140357892,0.3769640376036796,0.2219376789659564,0.15369838290611848,0.21624695803327043
0.6282334662825734,0.927466428408678,0.367841320728568,0.8407251443374956,0.18714458111669818
0.533715766668583,0.04749936092101947,0.20832121605363063,0.6301095230553143,0.1492381782099521
0.7534696314400846,0.9960149307497027,0.7867256959937239,0.7237333858680262,0.7473088371841328
0.023674093466995116,0.919356057846549,0.23420337467150532,0.8805824982008877,0.7823983712149062
0.733508449403057,0.1762580565454901,0.9746726422189556,0.6677206993008664,0.9643607796645651
0.9568314302276922,0.059030900753301085,0.6711292272341354,0.09244756749668304,0.160645732562252
0.13124298204615703,0.5954331257073745,0.026140308384518862,0.2078290307206605,0.393969430390672
0.6776805830703975,0.3100411869694555,0.4946430551702986,0.8578943200393271,0.5163873055725557
0.8583579650958163,0.6329923654032137,0.12127681467280904,0.3539470647618682,0.4370880238662379
0.3115774115609117,0.09767843156786682,0.10078955073720275,0.10210507203317498,0.1899641826155396
0.9255296094446884,0.7741315670445587,0.19004269750828584,0.2410824831528544,0.8694283772756224
0.02502735490913488,0.3690060069573762,0.7468583645819513,0.2873252334416928,0.2620774826489374
0.29063501735722697,0.2962374679984886,0.49550773484845145,0.1314102045267993,0.08991061615386498
0.3806472218319047,0.8363668563998445,0.574776985971139,0.8694912210193385,0.293444033422944
0.842098823148569,0.94105498747022,0.7344589466811886,0.9698221126102092,0.5312663224754516
0.6403811376449339,0.585590751867955,0.11493844968725708,0.7063411655688215,0.10224817873399217
0.275726202744659,0.30671363017116415,0.18083193830715993,0.675540955207526,0.3881157813345196
0.3961486174543265,0.3922111708391761,0.9582352064436335,0.29899653179870045,0.5543261140271902
0.5581337157870306,0.982311456622231,0.17064851154567973,0.42622811457719545,0.934120367097399
0.6997100700344521,0.11862000590485733,0.6270236425732303,0.05501640273143582,0.710001547256825
0.2996890729804137,0.6496499313285121,0.334125446346898,0.8998296014349667,0.12212191375547266
0.21741298388740027,0.13189292316579881,0.35444286416946724,0.04379729457860648,0.6471714486705967
0.9882580495511217,0.12478336665104661,0.7119906821742062,0.39758132753925846,0.12603636476806568
0.015623427777019971,0.12718354115462294,0.047528331483024044,0.7767601872993881,0.6923606203110899
0.23133091449718646,0.21418510427936144,0.5257731455727864,0.5076560645191074,0.9900010195904597
0.5313897868305081,0.6930831317225609,0.24018171366174113,0.8815739065887873,0.795881464271135
0.9482589349031706,0.112346249583405,0.6633462758368068,0.024489018983636535,0.47953199540927993
0.47696615107668494,0.4772071445424332,0.0294645475044909,0.45557770485074556,0.5749910606602373
0.9394309281449544,0.9680631135999803,0.6434377248040773,0.7847617183801507,0.6569227029483119
0.6590157817753247,0.5507585012328173,0.9570273886294228,0.7985144494226519,0.7514200326264071
0.38060205184327367,0.2815684579345408,0.26538699107900443,0.15978410777031038,0.958215559104624
0.793913465341764,0.16855685097929995,0.7465663457423345,0.30162130907052886,0.5695918372073242
0.7475744274740495,0.15140002599274271,0.7256601020055361,0.2819379736832448,0.061945030385122224
0.6462147943116082,0.15063266798341068,0.4322302369638631,0.024835573800874422,0.16761342221319553
0.9259222458674019,0.9603622441817417,0.8735267542225452,0.2863739081232731,0.46341512088320924
0.20746512466896672,0.6948757440886971,0.22050587792958665,0.35727246479467034,0.6868204100318258
0.3709683313365757,0.19780827702257242,0.833462744504619,0.7958916499981031,0.8289455703745894
0.08051599454221248,0.1867863822935163,0.961066999817033,0.9964732266448819,0.931770912644271
0.9215755049674077,0.6540616104662442,0.7854385658881161,0.8473817501436397,0.5748970019992956
0.2522614080301401,0.38229226366100433,0.1338382931585529,0.31918220839242506,0.10369184542480536
0.36733942454060176,0.052446063651540586,0.6403701177326981,0.1679573776173655,0.6363390669847447
0.9444814654666478,0.7622660528829014,0.024292194855449867,0.2848091052707026,0.37093944352206654
0.400031593105055,0.7696180624496796,0.08614976570061894,0.6839317386336936,0.3806831513149258
0.788399345635374,0.11177704578130354,0.3793133559951778,0.6224707533781006,0.3630094948869742
0.05109547073623344,0.23467227529011858,0.9386655554123139,0.40776312240685164,0.06104570353709948
0.0848794176238108,0.7206444186940942,0.05672017367414983,0.6476531360195144,0.22911179370252854
0.7791719107675945,0.11258851773712109,0.10362106403106552,0.6508790587031855,0.9402565352451605
0.5989423594240246,0.1380301732857283,0.08109947474212531,0.6804396373992779,0.7549143310540752
0.9547040217527841,0.9305615979186957,0.7054258185696297,0.7158294341524063,0.6338379449534889
0.6752659509488949,0.7152367576081249,0.13523982533653756,0.11017380057557691,0.70914683806431
0.28981538909104876,0.875577315332477,0.797294664095563,0.13202461287750134,0.6765787559814888
0.2048775584071617,0.8738540069840811,0.0026712093912384383,0.5838434209318055,0.670734923651542
0.6193070675938193,0.803132761046201,0.9243340859197174,0.48947235344411066,0.23024410751385904
0.665100539075789,0.8834344303963063,0.9486890674997441,0.44118422591219064,0.22780183299821344
0.15310990216592857,0.8879674339127196,0.31968177939219733,0.24568935834919736,0.21046552627761062
0.623294228518312,0.3841288409504775,0.05363779613765629,0.35936685417088177,0.4928718904473808
0.721330083763133,0.573606936372062,0.9271466447254895,0.6188748136931503,0.11641810174214395
0.6670399222043342,0.32412613907737897,0.808147635122827,0.6782668696926406,0.46327068568740415
0.7231457329152096,0.8896142433203149,0.8303337196239227,0.3963456753226279,0.5929217296115955
0.7797703650230233,0.28434299162983445,0.33007935816016754,0.0645358992872962,0.8990291434069654
0.7045922426721976,0.23978190490785767,0.8716596129470178,0.18822170265013694,0.07862704727886705
0.5983337889263639,0.4298636271426981,0.6140536519340474,0.06524769486957693,0.3656461884893413
0.14213156538824145,0.910801540524047,0.7467647523163877,0.6932933664815755,0.4939967530992989
0.8485302679201862,0.7968310580388029,0.400091601683885,0.901125394422653,0.7839322842339791
0.9169193312952608,0.6797223050809437,0.40849114630660943,0.049881714469727334,0.8882014703052047
0.08819882311342386,0.3813478197209762,0.5585228161750585,0.8244206671184817,0.2739228685287918
0.4622927028527536,0.34824585526062846,0.13428046372797742,0.40126236097445234,0.44875158295970996
0.37216502173653443,0.5748002862760274,0.06368284689009263,0.30285186172091105,0.5341920770820077
0.6408957926479372,0.7590432146021823,0.28032053828802383,0.24220508862717272,0.48784577405489815
0.5238391370642292,0.47586227638213185,0.4160820687083314,0.2157192443437168,0.8343995191550325
0.40742513010343717,0.3262115576036376,0.21022364802667104,0.09472708934853424,0.636445780794545
0.29149086452684103,0.33092565047282707,0.0272235477058973,0.957267830756368,0.5009938418151099
0.25415028546178464,0.09188462370118011,0.25727740604207294,0.22615941584323906,0.006802795218799895
0.8841819038277664,0.3722698941057152,0.09561779351962607,0.6375189565519946,0.2748006803255233
0.7015656729861335,0.8929208217285018,0.7940620820747624,0.974046126435888,0.5382032748030167
0.45815527806487877,0.8348394035640339,0.27010204599634735,0.1872376818485263,0.5057087386568133
0.23711908037133433,0.9352182632448306,0.2852642712278448,0.26095906921676937,0.7302239886740547
0.06811327001839607,0.2471712139545974,0.08898277796808762,0.05014351426568753,0.38564936711341946
0.1910316847069139,0.9484218812722226,0.5244519065835466,0.10081202557647628,0.16615373249995224
0.5917542417993897,0.07167018508616341,0.27144712424018547,0.2259572717041084,0.028933489917294164
0.7735213763442653,0.13076739518522074,0.778715553045473,0.9963826002154073,0.1827477828452061
0.5988013078258958,0.4392219148204273,0.19113790848989898,0.7800771296751727,0.707787537826566
0.8648103503107304,0.9253621080454132,0.7707918482399755,0.34310975957849676,0.2245037434290561
0.8126196680247573,0.5315807171856513,0.6514076204466853,0.5032410023317232,0.8093838006784935
0.5381981018432438,0.7615736176631563,0.21349956837215733,0.779782550427839,0.7838210315775883
0.486841974522752,0.8857106217874504,0.015529367041874576,0.1780741434799683,0.11468985294982115
0.10661130354728066,0.11760178437060764,0.5497374656611482,0.7801496452228361,0.7462454018490183
0.22195583926497098,0.12526932792664092,0.523177635678805,0.1353486385662419,0.47909721524651583
0.1510955447295821,0.9314731881820943,0.6159365188607798,0.8277640246968678,0.1324115445518267
0.5480913322384006,0.031065952683889675,0.2495123838551616,0.35041424349779615,0.5373467937957499
0.6094146731413039,0.4895842456354117,0.28152168890684404,0.2916374896855596,0.4053053011256841
0.299145461053541,0.016955398485067885,0.7674703799905963,0.2535912128389045,0.47643153881350064
0.5276209196880444,0.765034591449212,0.45174165268164346,0.9857041817940908,0.6661571740050481
0.23959142404088263,0.27309758395078687,0.2723695134730556,0.4217556558619584,0.8836525910333847
0.7436765740344573,0.47502150558035616,0.7963348079255654,0.2464283113592649,0.9391543344055036
0.6605109332208676,0.5235152584586338,0.06448680655038219,0.5026501219061078,0.1522709856517408
0.39738555199118775,0.06768140423319702,0.5091960133669405,0.3913732910124955,0.6865689431762625
0.9671775279072511,0.6137968938933042,0.48007251450778854,0.9190186367079799,0.9656573882450163
0.724586031405424,0.4761921860468906,0.7690188944317067,0.1790611744798637,0.5241725958085681
0.5033498892740372,0.9667217441428656,0.19279210363168142,0.5218303361105758,0.45653557185866367
0.3691308339877042,0.9841769243871228,0.9685458618155166,0.23550258275713898,0.4595590648910832
0.8756564473263687,0.3043410520783808,0.8620567499156829,0.12324836447190946,0.15679800655245035
0.7080283513111802,0.7734576176919701,0.5549033350459723,0.06758057489783054,0.4967712723806933
0.451653868810444,0.7136803817753139,0.6642890532771886,0.004215529261047735,0.2717127394244965
0.6795994901278396,0.5478905309841264,0.9928620360686995,0.5633669690979527,0.5901053486517424
0.0012451139554926494,0.8918656698478324,0.33540392863806456,0.7092420317323299,0.7046999697222439
0.13126361652494778,0.37319799063254466,0.14463730695212418,0.07243890373703055,0.43189189160299046
0.647516102481743,0.4050493751849569,0.19317589804597946,0.8317896381901799,0.12893260142388718
0.16004268047604797,0.6327261006646728,0.4477220968326696,0.1434908920390986,0.8929423886385681
0.8238492750965619,0.3137956624419064,0.7412802744289846,0.5346949439790077,0.12472530826501338
0.6980147766289458,0.12968928582832362,0.2518849371666487,0.5500740377054303,0.045755099883934114
0.9628641322396241,0.6992669824815214,0.6954720386791319,0.19362377047408463,0.20834526373178353
0.1681062802371469,0.5876413850234555,0.18365592818257115,0.1416146770149901,0.24289099844440543
0.9165683997106547,0.6693367821566637,0.022706684046200687,0.7882016699540818,0.26476579132619205
0.8233294674995764,0.6781526441665522,0.6531086992184316,0.7276648620071381,0.7234233548043312
0.3400768573970224,0.8509594950035547,0.9383888495975968,0.7985680460870814,0.3322604788567616
0.6014165544338024,0.40601144887410257,0.1607131182185354,0.30784897276114553,0.5060004185737942
0.4355751901895034,0.7855836148839699,0.5682700648124751,0.582357925789447,0.9616661251590195
0.398530903797901,0.9333250427532549,0.1839619179613089,0.3722468153058218,0.0592049862018057
0.6174817362679823,0.3103603111250428,0.8271913889594904,0.024623270929897356,0.45456119656587823
0.8276791900555255,0.16379596883826675,0.8945329072934485,0.0007173339549036983,0.9896819037086051
0.14876595795948022,0.4449754599718848,0.791367579478449,0.7908967833717472,0.37101634617514523
0.4947448919133606,0.7056809018595258,0.034021717424360776,0.7092541738578624,0.18894030179062526
0.24299953785387973,0.35541303989160633,0.8437001059222388,0.991967160724146,0.8313418005802234
0.8872301253360975,0.7150585779057274,0.254415865547476,0.22652591240130548,0.1708505557879202
0.21590280040153575,0.3375746150751623,0.09170447278565663,0.5601652795836862,0.21084185217804985
0.24183251352049584,0.8509179155673295,0.6083458400837584,0.7068746386974599,0.7694428399238066
0.6203270705389181,0.4633839182918694,0.5641027895173908,0.31872997971935735,0.8843073630430879
0.05167746146227736,0.18427487581446766,0.5414508571833262,0.9215994268166057,0.6923596821763455
0.37944930785346964,0.6187115256311924,0.3705288015144641,0.6383189809628976,0.005497060857978742
0.22393283068344294,0.7795921432355197,0.7856069022330208,0.7731126892873993,0.8265929288688724
0.02118360348932402,0.44325712143557894,0.3239351528877884,0.714615033560883,0.49448538868207326
0.5564537317021309,0.7198037522119651,0.578816442505161,0.8555691683213308,0.661785797003486
0.3887948045446168,0.7847047721435848,0.4907490211210559,0.7080372831371121,0.25140337504112875
0.9629940156913326,0.5891069117481517,0.6876738791478911,0.5016884419880336,0.6463418436526137
0.25097000457884766,0.4760674290760102,0.9623827185629086,0.7756244048735218,0.11211535953463125
0.2516823325302082,0.899909358740216,0.5428862602073735,0.08786314633357484,0.47485051092360686
0.28321423685132485,0.5828450132936098,0.9007555997617249,0.861214850348308,0.5520738759272522
0.902952562878608,0.5297584506802668,0.9699918346490831,0.19735354732186783,0.7200555771782243
0.768355223740314,0.003000768455590719,0.7729014387402657,0.1836321956345478,0.44010134887665664
0.7501710558530962,0.5126884671796738,0.33274738276563254,0.037887606376398875,0.6794605351433705
0.6081223863426297,0.703633430040847,0.5655899375156621,0.9459398526824373,0.41744529926388496
0.3529317817190305,0.09367539644609046,0.2921498808699219,0.17355040402686783,0.8834424576770796
0.12395260322802615,0.29389874810822203,0.2441929773015702,0.1649512199006744,0.43320706316443147
0.5465887672386937,0.08300389253034612,0.4939689661625055,0.7590346877305784,0.9920495123671069
0.2762681392322649,0.3833468514874464,0.5434399907403853,0.28175205534682535,0.7880312072940852
0.9792283069273338,0.3125176841473807,0.7257728761939434,0.2062433650043135,0.473671102840573
